SID,URL
9579,https://www.ratemyprofessors.com/school/9579
198,https://www.ratemyprofessors.com/school/198
7641,https://www.ratemyprofessors.com/school/7641
9192,https://www.ratemyprofessors.com/school/9192
5948,https://www.ratemyprofessors.com/school/5948
2015,https://www.ratemyprofessors.com/school/2015
9921,https://www.ratemyprofessors.com/school/9921
2645,https://www.ratemyprofessors.com/school/2645
7357,https://www.ratemyprofessors.com/school/7357
2568,https://www.ratemyprofessors.com/school/2568
1561,https://www.ratemyprofessors.com/school/1561
5868,https://www.ratemyprofessors.com/school/5868
9227,https://www.ratemyprofessors.com/school/9227
2693,https://www.ratemyprofessors.com/school/2693
1994,https://www.ratemyprofessors.com/school/1994
1088,https://www.ratemyprofessors.com/school/1088
5014,https://www.ratemyprofessors.com/school/5014
7029,https://www.ratemyprofessors.com/school/7029
643,https://www.ratemyprofessors.com/school/643
300,https://www.ratemyprofessors.com/school/300
2116,https://www.ratemyprofessors.com/school/2116
401,https://www.ratemyprofessors.com/school/401
3496,https://www.ratemyprofessors.com/school/3496
8327,https://www.ratemyprofessors.com/school/8327
99,https://www.ratemyprofessors.com/school/99
3145,https://www.ratemyprofessors.com/school/3145
6984,https://www.ratemyprofessors.com/school/6984
1711,https://www.ratemyprofessors.com/school/1711
5358,https://www.ratemyprofessors.com/school/5358
7344,https://www.ratemyprofessors.com/school/7344
881,https://www.ratemyprofessors.com/school/881
74,https://www.ratemyprofessors.com/school/74
3937,https://www.ratemyprofessors.com/school/3937
122,https://www.ratemyprofessors.com/school/122
9817,https://www.ratemyprofessors.com/school/9817
849,https://www.ratemyprofessors.com/school/849
8539,https://www.ratemyprofessors.com/school/8539
695,https://www.ratemyprofessors.com/school/695
8978,https://www.ratemyprofessors.com/school/8978
5788,https://www.ratemyprofessors.com/school/5788
6348,https://www.ratemyprofessors.com/school/6348
9949,https://www.ratemyprofessors.com/school/9949
3853,https://www.ratemyprofessors.com/school/3853
6410,https://www.ratemyprofessors.com/school/6410
4047,https://www.ratemyprofessors.com/school/4047
5152,https://www.ratemyprofessors.com/school/5152
865,https://www.ratemyprofessors.com/school/865
9762,https://www.ratemyprofessors.com/school/9762
7072,https://www.ratemyprofessors.com/school/7072
5060,https://www.ratemyprofessors.com/school/5060
728,https://www.ratemyprofessors.com/school/728
6491,https://www.ratemyprofessors.com/school/6491
9138,https://www.ratemyprofessors.com/school/9138
5767,https://www.ratemyprofessors.com/school/5767
696,https://www.ratemyprofessors.com/school/696
1094,https://www.ratemyprofessors.com/school/1094
8594,https://www.ratemyprofessors.com/school/8594
6979,https://www.ratemyprofessors.com/school/6979
4805,https://www.ratemyprofessors.com/school/4805
234,https://www.ratemyprofessors.com/school/234
8663,https://www.ratemyprofessors.com/school/8663
590,https://www.ratemyprofessors.com/school/590
4272,https://www.ratemyprofessors.com/school/4272
6585,https://www.ratemyprofessors.com/school/6585
7904,https://www.ratemyprofessors.com/school/7904
9618,https://www.ratemyprofessors.com/school/9618
5885,https://www.ratemyprofessors.com/school/5885
4498,https://www.ratemyprofessors.com/school/4498
9726,https://www.ratemyprofessors.com/school/9726
306,https://www.ratemyprofessors.com/school/306
8345,https://www.ratemyprofessors.com/school/8345
690,https://www.ratemyprofessors.com/school/690
3990,https://www.ratemyprofessors.com/school/3990
3167,https://www.ratemyprofessors.com/school/3167
1625,https://www.ratemyprofessors.com/school/1625
3296,https://www.ratemyprofessors.com/school/3296
5483,https://www.ratemyprofessors.com/school/5483
792,https://www.ratemyprofessors.com/school/792
5271,https://www.ratemyprofessors.com/school/5271
4083,https://www.ratemyprofessors.com/school/4083
2329,https://www.ratemyprofessors.com/school/2329
571,https://www.ratemyprofessors.com/school/571
4215,https://www.ratemyprofessors.com/school/4215
6695,https://www.ratemyprofessors.com/school/6695
3668,https://www.ratemyprofessors.com/school/3668
6402,https://www.ratemyprofessors.com/school/6402
8785,https://www.ratemyprofessors.com/school/8785
5991,https://www.ratemyprofessors.com/school/5991
4138,https://www.ratemyprofessors.com/school/4138
6407,https://www.ratemyprofessors.com/school/6407
781,https://www.ratemyprofessors.com/school/781
7265,https://www.ratemyprofessors.com/school/7265
8841,https://www.ratemyprofessors.com/school/8841
3717,https://www.ratemyprofessors.com/school/3717
9727,https://www.ratemyprofessors.com/school/9727
9086,https://www.ratemyprofessors.com/school/9086
4713,https://www.ratemyprofessors.com/school/4713
8830,https://www.ratemyprofessors.com/school/8830
3740,https://www.ratemyprofessors.com/school/3740
189,https://www.ratemyprofessors.com/school/189
9755,https://www.ratemyprofessors.com/school/9755
7967,https://www.ratemyprofessors.com/school/7967
9390,https://www.ratemyprofessors.com/school/9390
2857,https://www.ratemyprofessors.com/school/2857
8861,https://www.ratemyprofessors.com/school/8861
9404,https://www.ratemyprofessors.com/school/9404
5235,https://www.ratemyprofessors.com/school/5235
5281,https://www.ratemyprofessors.com/school/5281
5678,https://www.ratemyprofessors.com/school/5678
408,https://www.ratemyprofessors.com/school/408
8172,https://www.ratemyprofessors.com/school/8172
1795,https://www.ratemyprofessors.com/school/1795
4514,https://www.ratemyprofessors.com/school/4514
5045,https://www.ratemyprofessors.com/school/5045
4594,https://www.ratemyprofessors.com/school/4594
3815,https://www.ratemyprofessors.com/school/3815
5992,https://www.ratemyprofessors.com/school/5992
6148,https://www.ratemyprofessors.com/school/6148
8040,https://www.ratemyprofessors.com/school/8040
985,https://www.ratemyprofessors.com/school/985
7311,https://www.ratemyprofessors.com/school/7311
288,https://www.ratemyprofessors.com/school/288
4267,https://www.ratemyprofessors.com/school/4267
9045,https://www.ratemyprofessors.com/school/9045
1808,https://www.ratemyprofessors.com/school/1808
1711,https://www.ratemyprofessors.com/school/1711
6259,https://www.ratemyprofessors.com/school/6259
6416,https://www.ratemyprofessors.com/school/6416
8038,https://www.ratemyprofessors.com/school/8038
8627,https://www.ratemyprofessors.com/school/8627
6056,https://www.ratemyprofessors.com/school/6056
3409,https://www.ratemyprofessors.com/school/3409
3385,https://www.ratemyprofessors.com/school/3385
7700,https://www.ratemyprofessors.com/school/7700
5845,https://www.ratemyprofessors.com/school/5845
42,https://www.ratemyprofessors.com/school/42
6911,https://www.ratemyprofessors.com/school/6911
2196,https://www.ratemyprofessors.com/school/2196
2834,https://www.ratemyprofessors.com/school/2834
4053,https://www.ratemyprofessors.com/school/4053
2796,https://www.ratemyprofessors.com/school/2796
4314,https://www.ratemyprofessors.com/school/4314
4982,https://www.ratemyprofessors.com/school/4982
6310,https://www.ratemyprofessors.com/school/6310
2945,https://www.ratemyprofessors.com/school/2945
5535,https://www.ratemyprofessors.com/school/5535
8760,https://www.ratemyprofessors.com/school/8760
6221,https://www.ratemyprofessors.com/school/6221
8117,https://www.ratemyprofessors.com/school/8117
9775,https://www.ratemyprofessors.com/school/9775
6044,https://www.ratemyprofessors.com/school/6044
2767,https://www.ratemyprofessors.com/school/2767
3443,https://www.ratemyprofessors.com/school/3443
365,https://www.ratemyprofessors.com/school/365
9638,https://www.ratemyprofessors.com/school/9638
5510,https://www.ratemyprofessors.com/school/5510
6964,https://www.ratemyprofessors.com/school/6964
1230,https://www.ratemyprofessors.com/school/1230
7416,https://www.ratemyprofessors.com/school/7416
1997,https://www.ratemyprofessors.com/school/1997
3899,https://www.ratemyprofessors.com/school/3899
9866,https://www.ratemyprofessors.com/school/9866
1082,https://www.ratemyprofessors.com/school/1082
6410,https://www.ratemyprofessors.com/school/6410
4123,https://www.ratemyprofessors.com/school/4123
6612,https://www.ratemyprofessors.com/school/6612
7155,https://www.ratemyprofessors.com/school/7155
6335,https://www.ratemyprofessors.com/school/6335
7487,https://www.ratemyprofessors.com/school/7487
8927,https://www.ratemyprofessors.com/school/8927
5307,https://www.ratemyprofessors.com/school/5307
6161,https://www.ratemyprofessors.com/school/6161
356,https://www.ratemyprofessors.com/school/356
6468,https://www.ratemyprofessors.com/school/6468
3758,https://www.ratemyprofessors.com/school/3758
4592,https://www.ratemyprofessors.com/school/4592
663,https://www.ratemyprofessors.com/school/663
409,https://www.ratemyprofessors.com/school/409
8405,https://www.ratemyprofessors.com/school/8405
3661,https://www.ratemyprofessors.com/school/3661
789,https://www.ratemyprofessors.com/school/789
192,https://www.ratemyprofessors.com/school/192
1056,https://www.ratemyprofessors.com/school/1056
5649,https://www.ratemyprofessors.com/school/5649
7937,https://www.ratemyprofessors.com/school/7937
8514,https://www.ratemyprofessors.com/school/8514
9645,https://www.ratemyprofessors.com/school/9645
4366,https://www.ratemyprofessors.com/school/4366
3120,https://www.ratemyprofessors.com/school/3120
9056,https://www.ratemyprofessors.com/school/9056
5504,https://www.ratemyprofessors.com/school/5504
9054,https://www.ratemyprofessors.com/school/9054
727,https://www.ratemyprofessors.com/school/727
803,https://www.ratemyprofessors.com/school/803
7546,https://www.ratemyprofessors.com/school/7546
1595,https://www.ratemyprofessors.com/school/1595
3510,https://www.ratemyprofessors.com/school/3510
7572,https://www.ratemyprofessors.com/school/7572
2788,https://www.ratemyprofessors.com/school/2788
1509,https://www.ratemyprofessors.com/school/1509
750,https://www.ratemyprofessors.com/school/750
8423,https://www.ratemyprofessors.com/school/8423
4695,https://www.ratemyprofessors.com/school/4695
2332,https://www.ratemyprofessors.com/school/2332
6149,https://www.ratemyprofessors.com/school/6149
5865,https://www.ratemyprofessors.com/school/5865
3070,https://www.ratemyprofessors.com/school/3070
4995,https://www.ratemyprofessors.com/school/4995
3695,https://www.ratemyprofessors.com/school/3695
8348,https://www.ratemyprofessors.com/school/8348
3449,https://www.ratemyprofessors.com/school/3449
9368,https://www.ratemyprofessors.com/school/9368
7794,https://www.ratemyprofessors.com/school/7794
9511,https://www.ratemyprofessors.com/school/9511
7782,https://www.ratemyprofessors.com/school/7782
3331,https://www.ratemyprofessors.com/school/3331
9208,https://www.ratemyprofessors.com/school/9208
3656,https://www.ratemyprofessors.com/school/3656
5558,https://www.ratemyprofessors.com/school/5558
1801,https://www.ratemyprofessors.com/school/1801
4538,https://www.ratemyprofessors.com/school/4538
773,https://www.ratemyprofessors.com/school/773
2075,https://www.ratemyprofessors.com/school/2075
1262,https://www.ratemyprofessors.com/school/1262
9882,https://www.ratemyprofessors.com/school/9882
2521,https://www.ratemyprofessors.com/school/2521
1771,https://www.ratemyprofessors.com/school/1771
8288,https://www.ratemyprofessors.com/school/8288
1155,https://www.ratemyprofessors.com/school/1155
6251,https://www.ratemyprofessors.com/school/6251
3260,https://www.ratemyprofessors.com/school/3260
8883,https://www.ratemyprofessors.com/school/8883
8570,https://www.ratemyprofessors.com/school/8570
4019,https://www.ratemyprofessors.com/school/4019
3637,https://www.ratemyprofessors.com/school/3637
8098,https://www.ratemyprofessors.com/school/8098
8109,https://www.ratemyprofessors.com/school/8109
191,https://www.ratemyprofessors.com/school/191
8606,https://www.ratemyprofessors.com/school/8606
1277,https://www.ratemyprofessors.com/school/1277
5629,https://www.ratemyprofessors.com/school/5629
668,https://www.ratemyprofessors.com/school/668
7849,https://www.ratemyprofessors.com/school/7849
7271,https://www.ratemyprofessors.com/school/7271
5445,https://www.ratemyprofessors.com/school/5445
3926,https://www.ratemyprofessors.com/school/3926
9027,https://www.ratemyprofessors.com/school/9027
2108,https://www.ratemyprofessors.com/school/2108
7606,https://www.ratemyprofessors.com/school/7606
3236,https://www.ratemyprofessors.com/school/3236
4533,https://www.ratemyprofessors.com/school/4533
9367,https://www.ratemyprofessors.com/school/9367
9994,https://www.ratemyprofessors.com/school/9994
9002,https://www.ratemyprofessors.com/school/9002
3583,https://www.ratemyprofessors.com/school/3583
922,https://www.ratemyprofessors.com/school/922
6348,https://www.ratemyprofessors.com/school/6348
4931,https://www.ratemyprofessors.com/school/4931
3313,https://www.ratemyprofessors.com/school/3313
431,https://www.ratemyprofessors.com/school/431
8932,https://www.ratemyprofessors.com/school/8932
1131,https://www.ratemyprofessors.com/school/1131
4650,https://www.ratemyprofessors.com/school/4650
8829,https://www.ratemyprofessors.com/school/8829
2030,https://www.ratemyprofessors.com/school/2030
